罋	(瓮|甕|罋)
罌	(甖|罂|罃|罌)
罐	(礶|缶|鑵|罐|缻)
网	(㓁|網|罔|网)
罔	(网|㓁|網|罔)
罗	(囉|羅|啰|罗|羅)
罘	(罦|罘)
罚	(罰|罚|罸)
罢	(罷|罢)
罥	(羂|罥)
罦	(罘|罦)
罩	(䈇|罩)
罪	(辠|罪)
置	(寘|置)
罰	(罚|罸|罰)
署	(穎|署|頴|颖|颕)
罴	(羆|罴)
罵	(傌|駡|骂|罵)
罶	(羀|罶)
罷	(罢|罷)
罸	(罰|罚|罸)
罹	(罹|罹)
羀	(罶|羀)
羁	(羈|羁|羇|覉|覊)
羂	(罥|羂)
羃	(冪|幂|羃|鼏)
羅	(罗|羅|囉|羅|啰)
羆	(罴|羆)
羇	(羈|羁|羇|覉|覊)
羈	(羁|羇|覉|覊|羈)
羋	(芈|羋)
羌	(羗|羌)
美	(羙|美)
羓	(豝|羓)
羖	(𦍩|羖)
羗	(羌|羗)
羙	(美|羙)
羚	(羚|羚)
羝	(牴|羝|觝)
羟	(羥|羟)
羡	(羨|羡)
羣	(群|羣)
群	(羣|群)
羥	(羟|羥)
羨	(羡|羨)
義	(义|義)
羮	(羹|羮)
羴	(羶|羴|膻)
羶	(羴|膻|羶)
羹	(羮|羹)
羽	(羽|羽)
翄	(翅|翄)
翅	(翄|翅)
翆	(翠|翆)
習	(习|習)
翘	(翹|翘)
翙	(翽|翙)
翚	(翬|翚)
翠	(翆|翠)
翥	(䬡|翥)
翦	(剪|翦)
翬	(翚|翬)
翱	(翶|翺|翱)
翶	(翱|翶|翺)
翹	(翘|翹)
翺	(翱|翶|翺)
翻	(繙|飜|翻)
翼	(折|拃|翼)
翽	(翙|翽)
耀	(曜|燿|耀)
老	(耂|老|老)
耂	(老|耂|老)
考	(攷|考)
耇	(耈|耇|耉)
耈	(耇|耉|耈)
耉	(耈|耇|耉)
耏	(耐|耏)
耐	(耏|耐)
耑	(專|专|専|耑)
耒	(來|徠|来|耒|來|倈|勑|徕|俫|勅|敕)
耔	(秄|耔)
耕	(畊|簡|耕|简)
耗	(秏|耗)
耘	(秐|耘)
耙	(鈀|耙|钯)
耡	(鋤|耡|鉏|锄)
耢	(耮|耢)
耤	(藉|借|耤)
耧	(耬|耧)
耨	(鎒|耨)
耬	(耧|耬)
耮	(耢|耮)
耰	(櫌|耰)
耸	(聳|耸)
耻	(恥|耻)
耼	(聃|耼)
耽	(躭|眈|耽)
耿	(炅|炔|耿)
聂	(聶|聂)
聃	(耼|聃)
聆	(聆|聆)
聋	(聾|聋|聾)
职	(職|职|軄)
聍	(聹|聍)
联	(聯|联|聨|聫|聮|聯)
聖	(圣|垩|堊|聖)
聝	(馘|聝)
聞	(闻|聞)
聟	(婿|壻|聟)
聡	(聰|聡|聦|聪)
聦	(聰|聡|聦|聪)
聨	(聯|联|聨|聫|聮|聯)
聩	(聵|聩)
聪	(聰|聡|聦|聪)
聫	(聯|联|聨|聫|聮|聯)
聮	(聯|联|聨|聫|聮|聯)
聯	(联|聨|聫|聮|聯|聯)
聰	(聡|聦|聪|聰)
聲	(声|聲)
聳	(耸|聳)
聴	(聽|听|聴|聼)
聵	(聩|聵)
聶	(聂|聶)
職	(职|軄|職)
聹	(聍|聹)
聻	(魙|聻)
聼	(聽|听|聴|聼)
聽	(听|聴|聼|聽)
聾	(聋|聾|聾)
聿	(肀|聿)
肀	(聿|肀)
肃	(肅|粛|肃)
肅	(粛|肃|肅)
肆	(四|肆)
肇	(肈|肇)
肈	(肇|肈)
肉	(宍|肉)
肋	(肋|肋)
肐	(胳|𩨘|肐)
肕	(韌|肕|靭|靱|韧)
肠	(腸|肠|膓)
股	(脵|𦙶|股)
肢	(胑|肢)
肤	(膚|肤)
肧	(胚|肧)
肨	(胮|肨)
肬	(疣|肬)
肮	(骯|肮|腌|醃)
肯	(肻|肯)
肱	(厷|肱)
育	(毓|育)
肳	(吻|呡|肳)
肴	(餚|肴)
肻	(肯|肻)
肾	(腎|肾)
肿	(腫|尰|肿)
胀	(脹|痮|胀)
胁	(脅|勰|胁|脇|協|恊|协|旪)
胄	(伷|冑|咮|胄)
胆	(膽|胆)
胊	(朐|胊|鴝|鸜|鸲)
背	(絣|背)
胑	(肢|胑)
胓	(𦚓|胓)
胔	(骴|胔|𦙼)
胗	(疹|胗)
胚	(肧|胚)
胜	(勝|胜)
胝	(郅|胝)
胞	(脬|胞)
胡	(楜|糊|葫|蝴|衚|鬍|胡)
胧	(朧|矓|胧|眬)
胨	(腖|胨)
胪	(臚|胪|髗|顱|颅)
胫	(脛|胫)
胭	(臙|胭)
胮	(肨|胮)
胯	(骻|胯)
胳	(肐|𩨘|胳)
胶	(膠|胶)
胷	(匈|胸|胷)
胸	(匈|胷|胸)
胼	(腁|胼)
脃	(脆|脃)
脅	(勰|胁|脇|協|恊|脅|协|旪)
脆	(脃|脆)
脇	(脅|勰|胁|脇|協|恊|协|旪)
脈	(脉|衇|䘑|脈)
脉	(䘑|脈|衇|脉)
脍	(膾|脍|鱠|鲙)
脏	(臟|髒|脏|臓)
脐	(臍|脐)
脑	(腦|匘|脑|脳)
脓	(膿|脓)
脔	(臠|脔)
脚	(腳|脚)
脛	(胫|脛)
脣	(唇|脣)
脥	(𣍰|脥)
脧	(朘|脧)
脪	(㾙|脪)
脫	(脱|脫)
脬	(胞|脬)
脱	(脫|脱)
脲	(尿|氽|溺|脲|尿|氼|溺)
脳	(腦|匘|脑|脳)
脵	(股|脵|𦙶)
脶	(腡|脶)
脸	(臉|脸)
脹	(痮|胀|脹)
腁	(胼|腁)
腊	(臈|臘|腊|臘)
腌	(醃|骯|腌|肮)
腎	(肾|腎)
腕	(𦙵|腕)
腖	(胨|腖)
腘	(膕|腘)
腟	(膣|腟)
腡	(脶|腡)
腢	(髃|腢)
腦	(匘|脑|脳|腦)
腪	(𣍯|腪)
腫	(尰|肿|腫)
腭	(齶|腭)
腮	(顋|腮)
腳	(脚|腳)
腸	(肠|膓|腸)
腻	(膩|腻)
腼	(靦|腼|覥|觍)
腽	(膃|腽)
腾	(騰|腾|駦)
腿	(骽|腿)
膃	(腽|膃)
膆	(嗉|膆)
膋	(膫|膋)
膑	(臏|膑|髌|髕)
膓	(腸|肠|膓)
膕	(腘|膕)
膘	(臕|膘)
膚	(肤|膚)
膠	(胶|膠)
膢	(𦝼|膢)
膣	(腟|膣)
膩	(腻|膩)
膫	(膋|膫)
膳	(饍|膳)
膸	(髓|膸|髄)
膻	(羶|羴|膻)
膽	(胆|膽)
膾	(脍|鱠|膾|鲙)
膿	(脓|膿)
臇	(纂|𤎱|臇)
臈	(腊|臘|臈|臘)
臉	(脸|臉)
臊	(𦞣|臊)
臍	(脐|臍)
臏	(膑|髌|髕|臏)
臓	(臟|脏|臓|髒)
臕	(膘|臕)
臗	(𣎑|臗)
臘	(腊|臈|臘|臘)
臙	(胭|臙)
臚	(胪|髗|臚|顱|颅)
臜	(臢|臜)
臞	(癯|臞)
臟	(脏|臓|臟|髒)
臠	(脔|臠)
臢	(臜|臢)
臥	(卧|臥)
臨	(临|臨|臨)
臯	(皋|𦤎|皐|睾|臯)
致	(緻|致)
臺	(台|檯|臺|颱|儓|枱)
舀	(外|抌|舀)
舃	(舄|舃)
舄	(舃|舄)
舆	(輿|舆|轝)
與	(与|與)
興	(㒷|兴|興)
舉	(㪯|举|挙|擧|舉)
舊	(旧|舊)
舍	(捨|舎|舍)
舎	(舍|捨|舎)
舐	(舓|舐)
舒	(摴|舒)
舓	(舐|舓)
舔	(餂|舔)
舖	(鋪|舖|舗|铺)
舗	(鋪|舖|舗|铺)
舘	(館|舘|馆|館)
舡	(船|舡|舩)
舣	(艤|舣)
舦	(艜|舦)
舩	(船|舡|舩)
航	(桁|航)
舮	(櫓|㯭|樐|橹|舮|舻|艣|艪|艫|櫓)
舰	(艦|舰)
舱	(艙|舱)
舵	(柁|舵)
舶	(艊|舶)
船	(舡|舩|船)
舻	(櫓|艫|㯭|樐|橹|舮|舻|艣|艪|櫓)
艊	(舶|艊)
艑	(扁|碥|艑)
艙	(舱|艙)
艜	(舦|艜)
艢	(檣|樯|艢)
艣	(櫓|㯭|樐|橹|舮|舻|艣|艪|艫|櫓)
艤	(舣|艤)
艥	(楫|檝|艥)
艦	(舰|艦)
艪	(樐|櫓|㯭|艪|橹|舮|舻|艣|艫|櫓)
艫	(櫓|舻|㯭|樐|橹|舮|艣|艪|艫|櫓)
良	(良|良)
艰	(艱|艰)
艱	(艰|艱)
艳	(艷|豔|艳|艶|豓)
艴	(勃|艴)
艶	(豓|豔|艶|艳|艷)
艷	(艳|豔|艷|艶|豓)
艸	(艹|草|艸)
艹	(艸|草|艹)
艺	(藝|兿|埶|秇|艺|芸|蓺|蕓)
艽	(韭|艽|韮)
节	(節|卩|罇|节|㔾|部|墫|樽)
芈	(羋|芈)
芊	(茜|芊)
芒	(杧|芒)
芔	(卉|芔)
芗	(薌|芗)
芘	(蓖|蔽|芘|萆|菝)
芜	(蕪|芜)
芟	(𠚹|芟)
芦	(蘆|芦|蘆)
芭	(巴|笆|芭)
花	(蘤|花)
芸	(蕓|藝|芸|兿|埶|秇|艺|蓺)
芻	(刍|蒭|𦷝|芻)
苁	(蓯|苁)
苅	(刈|苅)
苇	(葦|苇)
苈	(藶|苈)
苋	(莧|苋)
苌	(萇|苌)
苍	(蒼|苍)
苎	(苧|蒙|苎|薴|懞|朦|矇)
苏	(蘇|囌|苏|蘓)
苑	(菀|苑)
苕	(䒒|苕)
苛	(哼|苛)
苟	(茍|苟)
苡	(苢|苡)
苢	(苡|苢)
苤	(瞥|苤)
若	(若|若)
苧	(苎|薴|苧|蒙|懞|朦|矇)
苹	(蘋|苹)
苺	(莓|苺)
苽	(菇|菰|苽|𦱄)
苿	(菋|苿)
茂	(楙|茂)
范	(範|范)
茅	(泖|茆|茅)
茆	(茅|泖|茆)
茈	(柴|茈)
茍	(苟|茍)
茎	(莖|茎)
茏	(蘢|茏)
茑	(蔦|茑)
茔	(塋|茔)
茕	(煢|焭|茕)
茘	(荔|栛|茘)
茜	(芊|茜)
茠	(薅|茠)
茧	(繭|茧)
茭	(椒|茭)
茲	(兹|玆|茲)
茶	(茶|茶)
荅	(答|荅)
荆	(荊|荆)
荇	(莕|荇)
草	(艸|艹|草)
荊	(荆|荊)
荍	(蕎|荍|荞)
荐	(薦|荐)
荔	(栛|茘|荔)
荘	(莊|庄|荘)
荙	(薘|荙)
荚	(莢|荚)
荛	(蕘|荛)
荜	(蓽|荜)
荝	(萴|荝)
荞	(蕎|荍|荞)
荟	(薈|荟)
荠	(薺|荠|萕)
荡	(盪|蕩|荡|蘯|逿|𨌩|偒)
荣	(榮|栄|荣)
荤	(葷|荤)
荥	(滎|荥)
荦	(犖|荦)
荧	(熒|荧)
荨	(蕁|荨)
荩	(藎|荩)
荪	(蓀|荪)
荫	(蔭|廕|荫)
荬	(蕒|荬)
荭	(葒|荭)
荮	(葤|荮)
药	(藥|药|葯|薬)
荳	(豆|荳)
荽	(萎|荽)
莀	(農|农|莀)
莅	(涖|蒞|莅|𦲷)
莆	(蒲|莆)
莊	(庄|荘|莊)
莓	(苺|莓)
莕	(荇|莕)
莖	(茎|莖)
莜	(蓧|莜)
莢	(荚|莢)
莧	(苋|莧)
莩	(殍|莩)
莱	(萊|莱)
莲	(蓮|莲|蓮)
莳	(蒔|莳)
莴	(萵|莴)
莵	(菟|莵)
莶	(薟|莶|蘞|蔹)
获	(獲|穫|获|檴)
莸	(蕕|莸)
莹	(瑩|莹|瑩)
莺	(鶯|莺|鴬|鸎)
莼	(蒓|蓴|莼)
莿	(刺|朿|刾|莿|刺|㓨)
菀	(苑|菀)
菇	(苽|菰|𦱄|菇)
菉	(菉|菉)
菋	(苿|菋)
菌	(滾|蕈|滚|菌)
菑	(災|灾|烖|甾|菑)
菓	(果|菓)
菔	(蔔|菔)
菝	(蔽|芘|菝|萆|蓖)
菟	(莵|菟)
菢	(勽|㲒|菢)
菫	(堇|菫)
華	(华|崋|蕐|華)
菰	(苽|菇|菰|𦱄)
菱	(菱|菱)
菴	(庵|菴)
菷	(帚|箒|菷)
菸	(烟|煙|完|菸)
菻	(麻|菻|蔴)
萅	(春|萅)
萆	(蓖|蔽|芘|萆|菝)
萇	(苌|萇)
萊	(莱|萊)
萌	(萠|萌)
萎	(荽|萎)
萕	(薺|荠|萕)
萚	(蘀|萚)
萝	(蘿|萝|蘿)
萠	(萌|萠)
萤	(螢|萤|蛍)
营	(營|営|营)
萦	(縈|萦)
萧	(蕭|萧)
萨	(薩|萨)
萬	(万|卍|萬|卐)
萱	(萲|萱)
萲	(萱|萲)
萴	(荝|萴)
萵	(莴|萵)
萼	(蕚|萼)
落	(落|落)
葁	(薑|姜|葁)
葉	(叶|葉|葉)
葒	(荭|葒)
著	(着|螫|著)
葚	(椹|葚)
葢	(盖|蓋|葢)
葤	(荮|葤)
葦	(苇|葦)
葫	(胡|楜|糊|葫|蝴|衚|鬍)
葬	(塟|葬)
葯	(藥|药|葯|薬)
葱	(蔥|葱)
葷	(荤|葷)
蒇	(蕆|蒇)
蒉	(蕢|簣|籄|蒉|篑)
蒋	(蔣|蒋)
蒌	(蔞|蒌|褸|褛)
蒍	(蔿|蒍)
蒓	(莼|蓴|蒓)
蒔	(莳|蒔)
蒙	(懞|朦|矇|苎|蒙|苧|薴)
蒞	(涖|莅|𦲷|蒞)
蒭	(芻|刍|蒭|𦷝)
蒲	(莆|蒲)
蒸	(烝|蒸)
蒼	(苍|蒼)
蓀	(荪|蓀)
蓆	(席|蓆)
蓋	(盖|葢|蓋)
蓑	(簑|簔|蓑)
蓖	(芘|萆|蓖|蔽|菝)
蓝	(藍|蓝|藍)
蓟	(薊|蓟)
蓠	(蘺|蓠)
蓡	(參|叁|参|叄|叅|蓡|薓|參|三)
蓣	(蕷|蓣)
蓥	(鎣|蓥)
蓦	(驀|蓦)
蓧	(莜|蓧)
蓮	(莲|蓮|蓮)
蓯	(苁|蓯)
蓴	(莼|蒓|蓴)
蓺	(埶|秇|藝|蓺|兿|艺|芸|蕓)
蓼	(蓼|蓼)
蓽	(荜|蓽)
蔂	(虆|蔂)
蔔	(菔|蔔)
蔗	(𧀹|蔗)
蔚	(嶎|蔚)
蔞	(蒌|褸|蔞|褛)
蔣	(蒋|蔣)
蔥	(葱|蔥)
蔦	(茑|蔦)
蔭	(廕|荫|蔭)
蔴	(麻|菻|蔴)
蔵	(藏|蔵)
蔷	(薔|蔷)
蔹	(蘞|蔹|薟|莶)
蔺	(藺|蔺|藺)
蔼	(藹|蔼)
蔽	(芘|菝|萆|蓖|蔽)
蔿	(蒍|蔿)
蕁	(荨|蕁)
蕆	(蒇|蕆)
蕈	(菌|滾|蕈|滚)
蕊	(蕋|蘂|蕊)
蕋	(蕊|蕋|蘂)
蕎	(荍|荞|蕎)
蕐	(華|华|崋|蕐)
蕒	(荬|蕒)
蕓	(芸|蕓|藝|兿|埶|秇|艺|蓺)
蕕	(莸|蕕)
蕘	(荛|蕘)
蕚	(萼|蕚)
蕢	(簣|籄|蒉|篑|蕢)
蕣	(橓|蕣)
蕤	(甤|蕤)
蕩	(偒|盪|荡|蘯|蕩|逿|𨌩)
蕪	(芜|蕪)
蕭	(萧|蕭)
蕰	(薀|蕰)
蕲	(蘄|蕲)
蕴	(蘊|蕴|藴)
蕷	(蓣|蕷)
薀	(蕰|薀)
薅	(茠|薅)
薈	(荟|薈)
薊	(蓟|薊)
薌	(芗|薌)
薑	(姜|葁|薑)
薓	(參|叁|参|叄|叅|蓡|薓|參|三)
薔	(蔷|薔)
薘	(荙|薘)
薟	(莶|蘞|薟|蔹)
薦	(荐|薦)
薩	(萨|薩)
薫	(薰|薫)
薬	(藥|药|葯|薬)
薮	(藪|籔|薮|䉤)
薯	(藷|薯)
薰	(薫|薰)
薳	(䓕|薳)
薴	(苧|苎|薴|蒙|懞|朦|矇)
薺	(荠|萕|薺)
藇	(𨣦|藇)
藉	(借|耤|藉)
藍	(蓝|藍|藍)
藎	(荩|藎)
藏	(蔵|藏)
藓	(蘚|藓)
藝	(兿|埶|秇|艺|芸|蓺|藝|蕓)
藟	(蘽|藟)
藤	(籐|籘|藤)
藥	(药|葯|薬|藥)
藦	(蘑|藦)
藪	(籔|薮|䉤|藪)
藴	(蘊|蕴|藴)
藶	(苈|藶)
藷	(薯|藷)
藹	(蔼|藹)
藺	(蔺|藺|藺)
蘀	(萚|蘀)
蘂	(蕊|蕋|蘂)
蘄	(蕲|蘄)
蘆	(芦|蘆|蘆)
蘇	(囌|苏|蘓|蘇)
蘊	(蕴|藴|蘊)
蘋	(苹|蘋)
蘏	(蘔|蘏)
蘑	(藦|蘑)
蘒	(蘒|蘒)
蘓	(蘇|囌|苏|蘓)
蘔	(蘏|蘔)
蘖	(櫱|蘗|蘖|檘)
蘗	(檘|蘖|蘗|櫱)
蘚	(藓|蘚)
蘞	(蔹|薟|蘞|莶)
蘢	(茏|蘢)
蘤	(花|蘤)
蘭	(兰|蘭|蘭)
蘯	(盪|蕩|荡|蘯|逿|𨌩|偒)
蘺	(蓠|蘺)
蘽	(藟|蘽)
蘿	(萝|蘿|蘿)
虆	(蔂|虆)
虎	(乕|虎)
虏	(虜|擄|虏|虜|掳|擄)
虐	(䖈|乇|虐)
虑	(慮|虑)
虓	(唬|猇|虓|諕)
虔	(䖍|虔)
處	(䖏|処|嗻|处|處)
虖	(呼|嘑|虖|謼)
虚	(虛|虚)
虛	(虚|虛)
虜	(擄|虏|虜|掳|虜|擄)
虞	(𩦢|虞)
號	(号|號)
虣	(暴|虣|暴)
虧	(亏|扵|於|虧|于)
虫	(蟲|虫)
虬	(虯|蚪|虬)
虮	(蟣|虮)
虯	(虬|虯|蚪)
虱	(蝨|虱)
虺	(蝰|虺)
虽	(雖|虽)
虾	(蝦|虾|鰕)
虿	(蠆|虿)
蚀	(蝕|蚀)
蚁	(蟻|蚁|螘)
蚂	(螞|蚂)
蚃	(蠁|蚃)
蚊	(螡|蟁|蚊)
蚋	(蜹|蚋)
蚓	(螾|蚓)
蚕	(蠶|蚕)
蚘	(痐|蛔|蛕|蚘|蜖)
蚝	(螆|蚝|蛓)
蚤	(䖣|蚤)
蚦	(蚺|蚦)
蚪	(虬|虯|蚪)
蚬	(蜆|蚬)
蚺	(蚦|蚺)
蛄	(蛌|蛄)
蛆	(𧐅|蛆)
蛊	(蠱|蛊)
蛋	(旦|疍|蜑|蛋)
蛌	(蛄|蛌)
蛍	(螢|萤|蛍)
蛎	(蠣|蛎)
蛏	(蟶|蛏)
蛓	(螆|蚝|蛓)
蛔	(蚘|蛕|蜖|痐|蛔)
蛕	(蚘|蛔|痐|蛕|蜖)
蛗	(𧌓|蛗)
蛙	(鼃|蛙)
蛛	(鼄|蛛)
蛮	(蠻|蛮)
蛰	(蟄|蛰)
蛱	(蛺|蛱)
蛲	(蟯|蛲)
蛳	(螄|蛳)
蛴	(蠐|蛴)
蛺	(蛱|蛺)
蛻	(蜕|蛻)
蜂	(蠭|蜂)
蜆	(蚬|蜆)
蜇	(𧋍|蜇)
蜋	(螂|蜋)
蜍	(蠩|蜍)
蜑	(蛋|旦|疍|蜑)
蜕	(蛻|蜕)
蜖	(蛔|蚘|蛕|蜖|痐)
蜗	(蝸|蜗)
蜘	(鼅|蜘)
蜝	(蜞|蜝)
蜞	(蜝|蜞)
蜡	(䄍|蜡|蠟|蝋|蠟)
蜨	(蝶|蜨)
蜫	(䖵|蜫)
蜱	(螵|蜱)
蜶	(蟀|蜶)
蜹	(蚋|蜹)
蜺	(霓|蜺)
蝃	(螮|䗖|蝃)
蝇	(蠅|蝇|蝿)
蝈	(蟈|蝈)
蝉	(蟬|蝉)
蝋	(蠟|蜡|蝋|蠟|䄍)
蝎	(蠍|蝎)
蝕	(蚀|蝕)
蝟	(猬|蝟)
蝥	(蟊|蝥)
蝦	(虾|鰕|蝦)
蝨	(虱|蝨)
蝯	(猨|猿|蝯)
蝰	(虺|蝰)
蝱	(䖟|蝱)
蝴	(胡|楜|糊|葫|蝴|衚|鬍)
蝶	(蜨|蝶)
蝸	(蜗|蝸)
蝼	(螻|蝼)
蝾	(蠑|蝾)
蝿	(蠅|蝇|蝿)
螀	(螿|螀)
螂	(蜋|螂)
螄	(蛳|螄)
螆	(蚝|蛓|螆)
融	(螎|融)
螎	(融|螎)
螗	(螳|螗)
螘	(蟻|蚁|螘)
螙	(蠧|螙|蠹)
螞	(蚂|螞)
螡	(蚊|螡|蟁)
螢	(萤|蛍|螢)
螨	(蟎|螨)
螫	(著|着|螫)
螮	(䗖|蝃|螮)
螳	(螗|螳)
螵	(蜱|螵)
螺	(蠃|螺|螺)
螻	(蝼|螻)
螾	(蚓|螾)
螿	(螀|螿)
蟀	(蜶|蟀)
蟁	(蚊|螡|蟁)
蟄	(蛰|蟄)
蟆	(蟇|蟆)
蟇	(蟆|蟇)
蟈	(蝈|蟈)
蟊	(蝥|蟊)
蟎	(螨|蟎)
蟏	(蠨|蟏)
蟒	(蠎|蟒)
蟚	(蟛|蟚)
蟛	(蟚|蟛)
蟣	(虮|蟣)
蟬	(蝉|蟬)
蟮	(蟺|蟮)
蟯	(蛲|蟯)
蟲	(虫|蟲)
蟶	(蛏|蟶)
蟹	(蠏|蟹)
蟺	(蟮|蟺)
蟻	(蚁|螘|蟻)
蠁	(蚃|蠁)
蠃	(螺|蠃|螺)
蠅	(蝇|蝿|蠅)
蠆	(虿|蠆)
蠍	(蝎|蠍)
蠎	(蟒|蠎)
蠏	(蟹|蠏)
蠐	(蛴|蠐)
蠑	(蝾|蠑)
蠔	(𧐢|蠔)
蠟	(蜡|蝋|蠟|䄍|蠟)
蠢	(惷|蠢)
蠣	(蛎|蠣)
蠧	(螙|蠹|蠧)
蠨	(蟏|蠨)
蠩	(蜍|蠩)
蠭	(蜂|蠭)
蠱	(蛊|蠱)
蠶	(蚕|蠶)
蠹	(蠧|螙|蠹)
蠻	(蛮|蠻)
衂	(衄|衂)
衄	(衂|衄)
衅	(釁|衅)
衆	(眾|𠂝|众|衆)
衇	(脈|脉|衇|䘑)
行	(行|行)
衒	(炫|衒)
術	(术|術)
衔	(銜|㘅|衔|啣)
衕	(同|仝|衕)
街	(亍|街)
衚	(胡|楜|糊|葫|蝴|衚|鬍)
衛	(卫|衞|衛)
衝	(冲|𧘂|沖|衝|盅)
衞	(衛|卫|衞)
衣	(衤|衣)
衤	(衣|衤)
补	(補|补)
表	(錶|表)
衬	(襯|儭|衬)
衮	(袞|衮)
衽	(袵|衽)
衿	(紟|襟|衿)
袄	(襖|澳|袄|𥜌)
袅	(嬝|裊|嫋|袅)
袆	(褘|袆)
袋	(帒|袋)
袒	(襢|袒)
袖	(褎|袖|褏)
袜	(襪|袜|韈|韤)
袞	(衮|袞)
袠	(帙|袠)
袭	(襲|袭)
袮	(你|妳|您|祢|伱|伲|袮|奶|嬭|禰)
袯	(襏|袯)
袴	(絝|褲|绔|袴|綯|裤|绹)
袵	(衽|袵)
袷	(裌|袷)
裂	(裂|裂)
装	(裝|装)
裆	(襠|裆)
裈	(褌|裈)
裉	(褃|裉)
裊	(嬝|袅|嫋|裊)
裌	(袷|裌)
裏	(裡|里|裏|裡|里|裏)
裒	(鴄|裒)
裙	(帬|裠|裙)
補	(补|補)
裝	(装|裝)
裠	(裙|帬|裠)
裡	(裏|里|裡|裏|裡|里)
裢	(褳|裢)
裣	(襝|裣|襜|輦|辇|輦)
裤	(褲|絝|綯|绔|袴|裤|绹)
裥	(襉|裥)
裴	(裵|裴)
裵	(裴|裵)
裸	(躶|裸|裸)
製	(制|製)
褃	(裉|褃)
複	(复|復|複|覆|復)
褌	(裈|褌)
褎	(袖|褏|褎)
褏	(褎|袖|褏)
褒	(襃|褒)
褓	(緥|褴|褓|襤|繿|襤|䍀)
褘	(袆|褘)
褛	(褸|蔞|褛|蒌)
褟	(溻|褟)
褢	(褱|褢)
褧	(絅|䌹|褧)
褱	(褢|褱)
褲	(絝|綯|绔|袴|裤|褲|绹)
褳	(裢|褳)
褴	(褓|襤|緥|褴|繿|襤|䍀)
褵	(縭|缡|褵)
褸	(蔞|褛|蒌|褸)
褺	(䙝|褻|褺|亵)
褻	(䙝|亵|褺|褻)
襀	(𫌀|襀)
襁	(繈|繦|襁)
襃	(褒|襃)
襄	(㐮|襄)
襉	(裥|襉)
襍	(雜|杂|襍|雑)
襏	(袯|襏)
襕	(襴|幱|襕)
襖	(澳|袄|𥜌|襖)
襜	(襝|輦|裣|襜|辇|輦)
襝	(裣|襜|襝|輦|辇|輦)
襟	(衿|紟|襟)
襠	(裆|襠)
襢	(袒|襢)
襤	(繿|褴|襤|䍀|襤|褓|緥)
襪	(袜|韈|韤|襪)
襬	(䙓|襬)
襮	(幞|襮)
襯	(儭|衬|襯)
襲	(袭|襲)
襴	(幱|襕|襴)
襾	(西|襾|覀)
西	(襾|覀|西)
覀	(西|襾|覀)
覆	(复|復|複|覆|復)
覇	(霸|覇)
覈	(核|槅|覈)
覉	(羈|羁|羇|覉|覊)
覊	(羈|羁|羇|覉|覊)
見	(见|見|見)
覌	(觀|覌|観|观)
覎	(觃|覎)
規	(槻|规|規)
覐	(覺|斍|覐|覚|觉)
覓	(覔|觅|覓)
覔	(覓|覔|觅)
視	(眎|视|視)
覘	(䦓|觇|𦕒|覘)
覙	(覼|覙|𫌨)
覚	(覺|斍|覐|覚|觉)
覡	(觋|覡)
覥	(觍|靦|覥|腼)
覦	(觎|覦)
覧	(覽|覧|览)
覩	(睹|覩)
親	(亲|榛|親)
覬	(觊|覬)
覯	(觏|覯)
覰	(覷|覰|觑)
覲	(觐|覲)
観	(觀|覌|観|观)
覵	(覸|覵)
覷	(覰|觑|覷)
覸	(覵|覸)
覺	(斍|覐|覚|觉|覺)
覼	(覙|𫌨|覼)
覽	(覧|览|覽)
覿	(觌|覿)
觀	(覌|観|观|觀)
见	(見|见|見)
观	(觀|覌|観|观)
觃	(覎|觃)
规	(規|槻|规)
觅	(覓|覔|觅)
视	(視|眎|视)
觇	(覘|䦓|觇|𦕒)
览	(覽|覧|览)
觉	(覺|斍|覐|覚|觉)
觊	(覬|觊)
觋	(覡|觋)
觌	(覿|觌)
觍	(覥|觍|靦|腼)
觎	(覦|觎)
觏	(覯|觏)
觐	(覲|觐)
觑	(覷|覰|觑)
角	(甪|角)
觔	(斤|筋|觔)
觕	(粗|麄|麤|觕|麁)
觜	(咀|嘴|觜)
觝	(牴|羝|觝)
觞	(觴|觞)
解	(觧|解)
觥	(觵|觥)
触	(觸|触)
觧	(解|觧)
觯	(觶|觯)
觴	(觞|觴)
觵	(觥|觵)
觶	(觯|觶)
觸	(触|觸)
言	(訁|讠|言)
訁	(言|讠|訁)
訂	(订|訂)
訃	(讣|訃)
訇	(渹|𢕐|𥔀|訇)
計	(计|計)
訊	(讯|訊)
訌	(讧|訌)
討	(讨|討)
訐	(讦|訐)
訑	(𫍙|訑)
訒	(讱|訒)
訓	(训|訓)
訕	(讪|訕)
訖	(讫|訖)
託	(侂|讬|託)
記	(记|記)
訚	(誾|訚)
訛	(譌|讹|訛)
訝	(讶|訝)
訟	(讼|訟)
訠	(矧|訠)
訢	(䜣|訢)
訣	(诀|訣)
訥	(吶|讷|呐|訥)
訦	(諶|訦|谌)
訩	(詾|讻|訩)
訪	(访|訪)
設	(设|設)
許	(许|許)
訳	(譯|訳|译)
訴	(愬|诉|訴)
訶	(呵|诃|嗬|訶)
診	(诊|診)
註	(注|註)
証	(證|証|证)
訽	(詬|呴|訽|诟)
詀	(𧮪|詀)
詁	(诂|詁)
詆	(诋|詆)
詋	(呪|咒|詋)
詎	(讵|詎)
詐	(诈|醡|詐|榨|酢|醋)
詑	(𫍟|詑)
